meal_name,Proteins,Carbs,Fats,Calories,pseudo_target
Raw Vegan Lunch,100.18,247.77,66.59,1695.0,0.6884984
Steamed Vegan Breakfast,99.89,245.68,66.32,1723.0,0.68847734
Boiled Paleo Breakfast,139.49,348.88,92.94,3354.0,0.68846965
Steamed Low-Carb Breakfast,113.15,283.36,74.97,1455.0,0.6884624
Roasted Balanced Snack,100.13,250.91,67.14,2289.0,0.6884562
Fried Low-Carb Dinner,100.34,250.1,66.63,2316.0,0.6884554
Roasted Vegetarian Snack,101.68,250.81,66.75,2318.0,0.6884554
Baked Vegan Lunch,139.49,348.88,92.94,1673.0,0.6884167
Roasted Vegetarian Dinner,139.49,348.88,92.94,2230.0,0.68841445
Fried Low-Carb Lunch,122.99,308.53,82.29,1691.0,0.688397
Raw Vegetarian Breakfast,118.41,293.93,79.36,3232.0,0.68839616
Fried Low-Carb Snack,119.0,297.07,78.91,1989.0,0.6883783
Steamed Balanced Dinner,122.79,307.27,82.74,2024.0,0.688366
Steamed Paleo Snack,123.43,307.67,82.04,2026.0,0.68834925
Steamed Balanced Breakfast,111.95,281.55,74.57,2150.0,0.68834704
Steamed Keto Dinner,123.35,312.27,82.72,2234.0,0.68834335
Roasted Keto Lunch,119.51,299.37,79.65,1786.0,0.68834156
Baked Paleo Breakfast,117.04,295.42,78.75,1909.0,0.6883372
Steamed Balanced Breakfast,101.06,251.38,66.53,2332.0,0.6883342
Baked Vegetarian Snack,123.8,308.22,82.58,2406.0,0.68833
Fried Balanced Lunch,119.52,298.03,79.92,2080.0,0.6883264
Baked Paleo Dinner,139.49,348.88,92.94,3116.0,0.6883225
Raw Paleo Lunch,118.47,295.65,78.75,1854.0,0.68830407
Boiled Balanced Dinner,119.44,300.2,79.56,1961.0,0.688302
Raw Low-Carb Snack,123.98,310.45,82.74,2266.0,0.68829465
Raw Vegetarian Lunch,118.26,295.6,78.89,2032.0,0.68827826
Steamed Keto Breakfast,100.18,248.8,66.4,2402.0,0.68825126
Roasted Low-Carb Dinner,118.94,295.84,79.18,1969.0,0.68824464
Fried Vegetarian Dinner,123.27,306.48,82.46,2281.0,0.68823355
Baked Keto Breakfast,99.96,250.49,67.2,2611.0,0.6882311
Fried Paleo Lunch,121.04,302.89,80.75,2520.0,0.6882247
Grilled Keto Lunch,113.17,282.76,75.52,1507.0,0.68820906
Fried Keto Snack,100.39,249.37,67.34,2403.0,0.6881703
Roasted Paleo Lunch,121.72,304.97,81.12,1656.0,0.6881694
Baked Keto Dinner,123.93,308.73,82.16,2471.0,0.68815374
Boiled Keto Breakfast,124.76,313.21,83.26,2233.0,0.68814415
Roasted Vegetarian Snack,123.16,308.65,82.14,1367.0,0.6881164
Raw Balanced Lunch,123.07,307.91,81.72,1371.0,0.6881164
Raw Vegan Dinner,123.02,309.58,82.08,2322.0,0.6881146
Roasted Vegetarian Dinner,139.49,348.88,92.94,2076.0,0.6881098
Steamed Low-Carb Snack,139.49,348.88,92.94,3317.0,0.6881036
Grilled Balanced Lunch,119.92,298.5,79.48,1847.0,0.68809295
Raw Paleo Lunch,122.74,307.21,82.44,1453.0,0.68809116
Fried Balanced Breakfast,100.7,248.15,66.85,2387.0,0.6880897
Raw Vegan Dinner,101.54,250.56,66.77,2334.0,0.6880897
Boiled Vegetarian Snack,119.07,298.36,79.76,2189.0,0.6880432
Raw Vegetarian Lunch,139.49,348.88,92.94,3559.0,0.6880135
Raw Vegetarian Dinner,139.49,348.88,92.94,2044.0,0.68799496
Steamed Balanced Lunch,99.93,251.42,66.96,2306.0,0.68798184
Fried Balanced Snack,118.68,298.91,80.08,1609.0,0.68797535
Roasted Keto Dinner,123.81,307.61,81.55,1340.0,0.68797094
Grilled Paleo Lunch,126.32,315.0,84.39,1925.0,0.6879669
Steamed Vegetarian Breakfast,122.55,308.4,82.28,1468.0,0.6879595
Fried Vegan Snack,124.69,312.71,83.16,2156.0,0.687958
Roasted Vegan Breakfast,127.57,316.92,84.41,2112.0,0.6879552
Raw Keto Lunch,139.49,348.88,92.94,1604.0,0.687933
Baked Keto Lunch,100.71,250.93,66.75,2422.0,0.68793124
Steamed Paleo Dinner,119.14,296.9,79.57,2079.0,0.68792844
Steamed Paleo Breakfast,127.28,316.93,84.75,1934.0,0.6879197
Baked Vegan Dinner,123.66,310.02,83.54,2131.0,0.6879022
Grilled Balanced Breakfast,113.85,281.51,75.71,1281.0,0.68789816
Grilled Vegetarian Snack,123.73,310.0,82.84,1579.0,0.6878948
Boiled Keto Breakfast,122.04,304.07,81.69,1638.0,0.68788975
Boiled Paleo Lunch,117.76,297.52,79.29,1674.0,0.6878688
Raw Vegetarian Lunch,124.66,313.41,83.7,1566.0,0.6878683
Roasted Paleo Breakfast,122.19,305.63,80.61,1506.0,0.6878572
Raw Balanced Lunch,119.34,297.55,79.87,1791.0,0.6878484
Grilled Vegan Snack,118.18,297.79,79.97,1969.0,0.68784374
Baked Balanced Snack,139.49,348.88,92.94,2305.0,0.6878313
Baked Vegetarian Lunch,114.67,288.37,76.36,1695.0,0.6878303
Steamed Vegan Snack,99.8,248.12,66.86,1555.0,0.68783015
Baked Keto Snack,123.72,308.13,82.42,2250.0,0.6878296
Grilled Vegetarian Snack,139.49,348.88,92.94,3570.0,0.6877863
Grilled Paleo Breakfast,118.72,294.38,79.25,1977.0,0.6877761
Baked Vegetarian Lunch,122.92,306.93,82.43,2119.0,0.6877742
Boiled Keto Dinner,139.49,348.88,92.94,1835.0,0.6877736
Baked Balanced Dinner,115.2,287.51,76.22,1568.0,0.687767
Raw Paleo Dinner,122.99,307.48,82.31,1557.0,0.6877493
Grilled Balanced Dinner,117.71,296.24,78.89,2328.0,0.6877452
Fried Paleo Dinner,123.61,306.98,82.1,2217.0,0.6877256
Steamed Keto Lunch,118.5,296.76,79.27,2171.0,0.68772477
Raw Keto Dinner,100.23,251.14,67.13,2409.0,0.68772197
Fried Low-Carb Dinner,124.47,312.86,82.98,2303.0,0.68771136
Fried Vegan Snack,101.93,254.78,67.94,2038.0,0.68770367
Steamed Vegan Snack,121.87,309.51,82.09,1579.0,0.6876991
Roasted Vegan Breakfast,122.96,305.72,81.91,2045.0,0.6876947
Baked Low-Carb Breakfast,139.49,348.88,92.94,3441.0,0.6876771
Roasted Low-Carb Breakfast,123.48,307.03,81.75,2026.0,0.68765587
Fried Balanced Lunch,121.06,305.35,81.39,2493.0,0.6876496
Roasted Low-Carb Breakfast,122.65,310.13,82.68,2006.0,0.68764627
Boiled Vegan Breakfast,113.76,285.66,76.62,1307.0,0.6876408
Steamed Low-Carb Breakfast,114.91,287.26,77.2,1781.0,0.6876406
Baked Vegan Breakfast,122.1,305.14,80.96,1747.0,0.6876293
Fried Low-Carb Lunch,123.38,307.7,82.03,2070.0,0.68761855
Baked Low-Carb Lunch,122.13,304.35,81.16,1720.0,0.68760884
Fried Paleo Breakfast,100.22,252.53,66.85,2204.0,0.68760425
Steamed Keto Snack,122.9,306.7,81.79,2083.0,0.6875996
Baked Balanced Snack,123.08,306.43,82.08,1933.0,0.6875867
Steamed Vegetarian Breakfast,121.57,305.42,81.21,1674.0,0.6875719
Grilled Low-Carb Snack,123.12,307.96,82.11,1350.0,0.6875711
Steamed Low-Carb Dinner,139.49,348.88,92.94,3428.0,0.6875658
Raw Vegetarian Dinner,111.77,281.03,74.4,2010.0,0.687564
Fried Paleo Dinner,121.57,304.69,80.53,1717.0,0.68754476
Steamed Vegetarian Breakfast,124.93,313.91,83.29,2243.0,0.68754256
Boiled Low-Carb Dinner,122.05,303.6,81.39,2027.0,0.6875364
Raw Paleo Dinner,115.2,286.65,76.32,1808.0,0.6875253
Boiled Keto Breakfast,127.22,318.41,85.14,1995.0,0.6875235
Boiled Vegan Dinner,126.99,318.42,84.89,1953.0,0.6875235
Grilled Keto Breakfast,118.94,295.16,78.71,1939.0,0.6875197
Baked Balanced Snack,111.64,281.36,74.54,1987.0,0.6875166
Steamed Low-Carb Lunch,119.06,299.01,79.93,1834.0,0.6875146
Boiled Vegan Dinner,112.85,282.38,74.64,2088.0,0.68751085
Raw Low-Carb Breakfast,123.0,307.96,81.54,2107.0,0.6875106
Boiled Low-Carb Snack,139.49,348.88,92.94,2243.0,0.6875036
Fried Low-Carb Breakfast,139.49,348.88,92.94,3144.0,0.6874833
Roasted Keto Breakfast,119.43,298.29,79.94,1996.0,0.68747705
Steamed Vegetarian Breakfast,100.35,252.91,67.23,2445.0,0.68746984
Fried Paleo Dinner,111.32,278.96,74.9,1957.0,0.6874674
Baked Paleo Lunch,139.49,348.88,92.94,1823.0,0.6874635
Grilled Keto Lunch,118.26,297.3,79.14,2207.0,0.68745553
Boiled Balanced Snack,117.76,293.42,78.82,1672.0,0.6874525
Raw Balanced Dinner,122.77,309.07,81.97,1800.0,0.6874297
Fried Keto Snack,122.67,308.32,82.13,1382.0,0.68742913
Baked Paleo Lunch,117.91,297.76,78.67,1921.0,0.6874037
Fried Keto Breakfast,139.49,348.88,92.94,2054.0,0.6874011
Fried Paleo Lunch,98.81,247.14,65.37,2709.0,0.6873875
Fried Low-Carb Lunch,139.49,348.88,92.94,1925.0,0.6873777
Raw Low-Carb Breakfast,139.49,348.88,92.94,1755.0,0.6873686
Roasted Vegan Breakfast,139.49,348.88,92.94,2030.0,0.6873587
Steamed Low-Carb Breakfast,118.7,295.71,79.17,1833.0,0.6873509
Boiled Balanced Snack,122.83,306.55,81.26,3040.0,0.6873451
Baked Low-Carb Breakfast,122.92,307.4,81.59,1326.0,0.68734187
Fried Paleo Dinner,127.27,318.83,85.22,2069.0,0.6873394
Raw Keto Breakfast,123.7,306.17,81.93,1525.0,0.6872938
Raw Balanced Lunch,139.49,348.88,92.94,1862.0,0.6872914
Roasted Vegetarian Breakfast,122.98,308.56,82.32,2327.0,0.6872633
Steamed Vegetarian Dinner,139.49,348.88,92.94,1736.0,0.68725526
Boiled Balanced Snack,118.41,293.87,79.09,2048.0,0.68723565
Baked Vegan Dinner,123.18,310.53,82.69,1555.0,0.6872351
Baked Balanced Lunch,120.09,300.18,79.52,2577.0,0.6871984
Steamed Low-Carb Lunch,122.5,306.14,81.95,1961.0,0.68718636
Fried Low-Carb Lunch,121.56,304.79,81.04,1743.0,0.6871584
Fried Vegan Lunch,121.8,300.64,81.43,1625.0,0.68715537
Roasted Balanced Snack,122.06,305.09,81.18,1559.0,0.68715495
Raw Low-Carb Dinner,111.83,280.34,74.41,1928.0,0.6871533
Fried Low-Carb Breakfast,139.49,348.88,92.94,1798.0,0.68714917
Fried Keto Dinner,139.49,348.88,92.94,3403.0,0.68713874
Raw Low-Carb Snack,125.49,309.58,83.29,2309.0,0.687138
Baked Vegan Snack,123.26,307.3,82.22,1356.0,0.6871006
Roasted Keto Lunch,98.19,247.1,65.22,2832.0,0.6870876
Grilled Balanced Lunch,139.49,348.88,92.94,1971.0,0.68708104
Roasted Vegan Lunch,117.92,295.73,78.78,1557.0,0.6870735
Steamed Vegetarian Dinner,119.5,297.61,79.58,1980.0,0.6870656
Roasted Balanced Lunch,114.49,283.32,76.24,1303.0,0.6870597
Boiled Balanced Snack,112.0,282.57,74.39,2066.0,0.6870546
Boiled Balanced Lunch,112.6,280.2,74.98,1920.0,0.68704176
Baked Keto Dinner,131.97,329.57,88.66,1520.0,0.6870375
Boiled Balanced Breakfast,139.49,348.88,92.94,3419.0,0.6870234
Baked Low-Carb Breakfast,139.49,348.88,92.94,3511.0,0.6870234
Boiled Balanced Dinner,122.02,302.87,81.25,1446.0,0.68701345
Grilled Low-Carb Breakfast,118.83,295.28,78.94,1448.0,0.68699574
Boiled Balanced Snack,120.02,296.92,79.19,2019.0,0.6869813
Roasted Vegan Breakfast,139.49,348.88,92.94,2014.0,0.6869567
Grilled Keto Lunch,121.87,305.68,81.96,3046.0,0.68694556
Grilled Low-Carb Snack,98.15,247.38,64.82,2420.0,0.6869157
Baked Vegan Lunch,127.16,319.9,84.76,2223.0,0.6868718
Boiled Keto Lunch,127.04,318.49,85.13,1905.0,0.6868677
Boiled Vegan Snack,99.82,248.01,66.17,1883.0,0.6868636
Baked Paleo Snack,113.79,286.24,76.07,2728.0,0.6868598
Boiled Balanced Breakfast,119.05,298.35,79.23,1669.0,0.68685365
Roasted Keto Snack,122.04,305.98,80.67,1652.0,0.6868512
Baked Balanced Breakfast,139.49,348.88,92.94,1826.0,0.6868365
Grilled Low-Carb Lunch,139.49,348.88,92.94,2065.0,0.6868365
Raw Keto Dinner,139.49,348.88,92.94,1932.0,0.6868365
Baked Low-Carb Breakfast,139.49,348.88,92.94,2016.0,0.6868236
Roasted Vegetarian Snack,139.49,348.88,92.94,1825.0,0.6868236
Steamed Vegan Breakfast,139.49,348.88,92.94,3558.0,0.6868169
Raw Vegan Lunch,122.62,304.4,80.88,3042.0,0.6868026
Baked Vegan Breakfast,124.74,312.84,83.01,1710.0,0.68675905
Baked Vegan Dinner,98.69,246.7,65.77,2989.0,0.6867588
Baked Balanced Lunch,102.32,255.66,67.87,1342.0,0.68675506
Baked Paleo Lunch,118.44,294.32,78.82,1773.0,0.6867438
Fried Balanced Snack,117.03,294.74,78.63,1832.0,0.68673325
Raw Vegan Breakfast,121.53,305.29,80.98,1711.0,0.68673235
Boiled Balanced Snack,121.7,303.89,81.24,1490.0,0.6867253
Roasted Keto Lunch,97.93,246.34,65.64,2963.0,0.6867234
Fried Balanced Snack,111.94,280.69,74.86,2028.0,0.6867174
Roasted Low-Carb Breakfast,126.83,315.23,83.87,2136.0,0.686706
Fried Vegan Snack,139.49,348.88,92.94,1737.0,0.68669367
Raw Paleo Dinner,139.49,348.88,92.94,3423.0,0.68669146
Steamed Balanced Breakfast,139.49,348.88,92.94,1795.0,0.686679
Grilled Balanced Snack,139.49,348.88,92.94,1725.0,0.68667674
Steamed Vegetarian Breakfast,122.1,302.69,80.96,1689.0,0.68665445
Raw Paleo Lunch,125.17,312.23,83.05,1730.0,0.6866522
Grilled Vegetarian Lunch,102.49,257.32,67.94,2212.0,0.68664265
Raw Vegan Snack,139.49,348.88,92.94,3351.0,0.68663293
Roasted Vegan Breakfast,98.14,246.67,65.91,2963.0,0.6866214
Roasted Balanced Breakfast,98.13,245.01,65.44,2364.0,0.6866194
Baked Paleo Breakfast,119.96,301.0,79.88,1818.0,0.6866127
Roasted Vegetarian Breakfast,100.12,249.6,66.47,1578.0,0.6866042
Roasted Low-Carb Dinner,119.3,301.5,79.35,2377.0,0.6865735
Raw Vegetarian Snack,118.11,296.99,78.65,2213.0,0.6865719
Fried Paleo Dinner,118.58,298.48,78.5,2057.0,0.6865719
Steamed Paleo Dinner,111.71,279.07,75.4,1818.0,0.6865572
Boiled Low-Carb Lunch,118.64,296.06,79.22,1742.0,0.6865239
Boiled Vegan Lunch,121.82,302.31,81.45,1502.0,0.6865038
Roasted Vegan Breakfast,132.0,330.36,87.78,1396.0,0.68650246
Baked Balanced Dinner,112.7,279.05,74.36,2029.0,0.68648845
Grilled Low-Carb Lunch,123.99,308.97,82.49,2386.0,0.68648744
Boiled Balanced Dinner,97.48,245.66,65.07,2382.0,0.6864812
Raw Keto Lunch,112.84,282.67,75.58,1264.0,0.68647546
Raw Vegan Snack,139.49,348.88,92.94,1760.0,0.68646884
Boiled Low-Carb Lunch,120.46,301.97,80.87,2570.0,0.6864686
Boiled Keto Snack,116.93,293.32,78.67,1840.0,0.68646365
Steamed Low-Carb Snack,139.49,348.88,92.94,3520.0,0.68646
Raw Vegan Snack,124.78,313.13,83.05,2103.0,0.68643683
Grilled Vegetarian Snack,123.46,308.35,82.54,2166.0,0.6864313
Grilled Vegan Breakfast,124.86,312.42,82.68,2057.0,0.6864205
Fried Vegan Lunch,119.98,299.66,79.4,1696.0,0.68640983
Raw Low-Carb Breakfast,119.5,297.89,79.6,1917.0,0.6864013
Steamed Vegan Breakfast,126.83,318.23,85.02,2041.0,0.6863884
Raw Paleo Lunch,124.14,312.29,83.8,1652.0,0.6863808
Raw Balanced Lunch,119.44,299.84,79.72,2410.0,0.6863667
Baked Paleo Snack,126.31,314.33,84.19,1954.0,0.6863664
Grilled Vegan Breakfast,121.26,302.53,80.37,2157.0,0.6863392
Steamed Low-Carb Lunch,119.89,299.3,79.95,1664.0,0.68632066
Roasted Vegan Breakfast,124.37,310.26,82.77,2034.0,0.68631685
Boiled Low-Carb Breakfast,99.87,249.73,67.0,2560.0,0.68630946
Grilled Balanced Breakfast,117.61,297.24,78.73,1747.0,0.68630713
Raw Keto Dinner,97.33,245.25,65.25,2422.0,0.6862456
Baked Low-Carb Dinner,139.49,348.88,92.94,1880.0,0.68624115
Baked Vegetarian Dinner,121.51,304.17,80.77,1522.0,0.6862356
Grilled Low-Carb Dinner,132.46,330.15,87.83,1676.0,0.6862356
Fried Balanced Snack,121.98,302.49,80.93,1679.0,0.68620324
Steamed Vegan Lunch,122.24,304.11,81.41,1289.0,0.6862005
Boiled Balanced Lunch,117.53,295.15,79.03,1284.0,0.6861911
Steamed Vegan Lunch,139.49,348.88,92.94,1988.0,0.6861769
Steamed Low-Carb Snack,126.51,314.98,84.26,1956.0,0.68615866
Grilled Vegan Snack,98.68,244.48,65.22,2329.0,0.68613994
Baked Paleo Snack,101.84,254.92,68.03,2245.0,0.6860869
Fried Keto Lunch,126.32,314.52,83.96,1773.0,0.6860846
Roasted Vegan Lunch,119.44,301.41,79.37,2330.0,0.6860787
Fried Paleo Breakfast,97.61,242.97,64.82,2471.0,0.6860663
Grilled Low-Carb Dinner,125.05,310.16,82.28,1899.0,0.686066
Grilled Balanced Snack,131.93,329.74,88.0,1489.0,0.68605137
Grilled Vegan Snack,127.6,317.83,84.95,2214.0,0.68604445
Grilled Vegetarian Lunch,119.28,299.0,80.04,1849.0,0.68604285
Baked Vegetarian Dinner,131.7,329.62,87.49,1627.0,0.6860385
Steamed Vegetarian Breakfast,124.38,312.39,82.97,1679.0,0.6860189
Roasted Keto Lunch,98.23,246.12,65.52,2308.0,0.68600506
Raw Paleo Breakfast,98.82,244.21,65.35,2538.0,0.6859959
Steamed Balanced Breakfast,119.51,298.83,79.61,1987.0,0.6859848
Steamed Keto Breakfast,122.09,303.78,81.38,2650.0,0.6859771
Raw Vegan Breakfast,101.67,254.49,68.53,2020.0,0.68597674
Grilled Balanced Lunch,123.92,309.61,82.01,2300.0,0.6859004
Baked Keto Breakfast,101.96,254.36,68.22,1954.0,0.68590003
Steamed Keto Breakfast,127.52,318.65,85.13,2139.0,0.68587726
Steamed Low-Carb Breakfast,139.49,348.88,92.94,1952.0,0.68587625
Roasted Paleo Breakfast,111.93,280.41,74.33,2091.0,0.68585616
Roasted Keto Dinner,123.62,311.48,83.02,2259.0,0.6858529
Steamed Vegan Breakfast,123.83,310.59,82.94,2136.0,0.68584895
Raw Vegetarian Snack,124.28,311.1,82.46,2110.0,0.68584895
Steamed Vegan Breakfast,139.49,348.88,92.94,1865.0,0.68584484
Steamed Paleo Lunch,121.27,301.42,81.29,1966.0,0.68584126
Baked Paleo Lunch,119.3,296.59,79.03,1429.0,0.685836
Boiled Low-Carb Dinner,96.94,242.97,64.67,2173.0,0.68583363
Baked Balanced Breakfast,119.51,301.13,79.95,2554.0,0.6858207
Baked Low-Carb Snack,108.87,274.24,72.52,1691.0,0.68579197
Grilled Vegetarian Lunch,124.27,307.32,82.57,1571.0,0.68574935
Baked Paleo Breakfast,118.84,297.85,79.81,1760.0,0.6857403
Baked Balanced Snack,119.65,298.86,80.16,1861.0,0.6857403
Raw Vegan Breakfast,118.69,295.48,78.93,2159.0,0.68573695
Steamed Vegan Lunch,121.45,302.91,81.13,1544.0,0.6857264
Raw Vegetarian Breakfast,123.82,310.6,82.76,2106.0,0.6857253
Raw Vegetarian Lunch,121.65,304.79,81.66,2092.0,0.6857208
Roasted Vegan Snack,98.12,244.87,65.46,2323.0,0.6857133
Baked Balanced Lunch,121.47,304.02,81.11,2117.0,0.68571055
Baked Vegetarian Dinner,126.68,318.04,84.5,2112.0,0.6856906
Baked Vegan Breakfast,125.25,315.61,83.85,2038.0,0.6856704
Baked Keto Breakfast,124.15,310.18,83.39,2167.0,0.6856582
Raw Keto Dinner,98.45,244.72,65.73,2630.0,0.6856557
Fried Balanced Breakfast,126.5,314.53,84.19,1635.0,0.68564636
Raw Low-Carb Snack,124.16,310.01,82.31,1519.0,0.6856453
Steamed Keto Snack,126.96,319.24,84.71,2295.0,0.6856308
Roasted Vegetarian Breakfast,122.65,310.39,82.59,2482.0,0.68562984
Grilled Balanced Dinner,120.34,297.66,79.96,2285.0,0.68562937
Fried Keto Dinner,120.3,300.44,79.79,2440.0,0.68562573
Boiled Paleo Dinner,125.93,317.72,83.99,1896.0,0.6856051
Grilled Paleo Lunch,112.07,279.86,74.9,1953.0,0.68559855
Baked Keto Dinner,121.9,303.87,81.09,1478.0,0.6855682
Grilled Keto Snack,102.38,252.5,67.52,2099.0,0.6855511
Steamed Vegetarian Dinner,97.47,247.7,65.18,2936.0,0.6855345
Roasted Vegetarian Breakfast,122.52,308.32,82.33,1406.0,0.68553257
Steamed Vegetarian Dinner,125.96,315.57,84.27,2045.0,0.6855314
Boiled Keto Dinner,124.16,311.41,82.86,2198.0,0.68552786
Baked Paleo Breakfast,98.14,243.95,65.02,2379.0,0.6855198
Fried Paleo Snack,98.21,245.01,65.24,2926.0,0.685515
Raw Keto Dinner,121.09,302.53,81.49,1706.0,0.6855077
Roasted Vegetarian Lunch,119.19,295.46,78.44,3175.0,0.68549937
Boiled Balanced Breakfast,127.24,318.85,84.81,2187.0,0.6854944
Raw Paleo Breakfast,121.28,304.67,81.33,1646.0,0.6854845
Grilled Balanced Breakfast,121.77,301.38,80.59,2221.0,0.68547916
Fried Paleo Lunch,108.79,272.8,72.31,1654.0,0.68546635
Raw Balanced Lunch,119.94,299.71,79.84,1756.0,0.68545324
Fried Low-Carb Breakfast,119.84,299.87,79.5,1618.0,0.68544984
Fried Paleo Breakfast,111.81,279.28,75.04,2014.0,0.68544525
Roasted Balanced Breakfast,102.01,256.16,68.3,2109.0,0.68544376
Fried Low-Carb Lunch,125.27,315.83,84.11,1725.0,0.68544155
Baked Balanced Lunch,122.52,306.28,81.73,1799.0,0.6854387
Baked Balanced Dinner,119.48,297.23,80.04,1924.0,0.6854265
Steamed Vegan Dinner,120.17,299.64,79.48,1873.0,0.68542343
Raw Vegan Lunch,124.46,308.32,82.74,2310.0,0.68541354
Roasted Balanced Breakfast,119.9,299.03,80.16,1764.0,0.6854079
Boiled Keto Breakfast,125.95,314.86,84.15,1892.0,0.6854075
Boiled Vegan Snack,126.75,317.13,84.86,2017.0,0.6853909
Steamed Vegetarian Dinner,139.49,348.88,92.94,1857.0,0.6853879
Fried Keto Breakfast,101.45,256.0,68.73,2075.0,0.68538654
Roasted Keto Snack,102.06,256.92,68.16,2138.0,0.68538654
Steamed Vegan Breakfast,121.57,304.73,81.03,1517.0,0.6853611
Fried Vegetarian Snack,122.11,304.95,81.62,1958.0,0.6853492
Baked Low-Carb Lunch,98.81,245.12,65.44,2974.0,0.6853183
Steamed Vegetarian Dinner,97.86,244.3,65.27,2401.0,0.685303
Grilled Vegetarian Lunch,139.49,348.88,92.94,1836.0,0.685301
Roasted Low-Carb Lunch,125.84,313.98,84.3,2031.0,0.6852948
Roasted Paleo Breakfast,102.52,255.28,68.37,1335.0,0.6852848
Fried Paleo Dinner,121.1,304.43,80.78,1704.0,0.68528134
Steamed Vegetarian Lunch,102.74,254.52,67.95,2074.0,0.6852613
Roasted Paleo Lunch,119.26,298.31,79.93,1791.0,0.6852498
Roasted Paleo Breakfast,111.28,279.84,74.51,1817.0,0.68524766
Baked Vegetarian Snack,121.56,301.87,80.82,2117.0,0.68524534
Raw Keto Breakfast,112.52,282.59,74.87,2105.0,0.6852299
Fried Paleo Snack,132.19,329.26,87.92,1491.0,0.6852296
Baked Low-Carb Breakfast,119.6,299.27,79.46,2487.0,0.68522686
Steamed Vegetarian Breakfast,125.95,317.35,84.72,1872.0,0.6852158
Grilled Vegan Breakfast,102.49,257.25,68.53,2149.0,0.68521315
Steamed Vegetarian Snack,122.31,303.17,80.89,1643.0,0.6852127
Baked Keto Snack,101.65,256.49,67.99,2071.0,0.6852123
Steamed Vegan Lunch,127.82,319.1,84.66,2217.0,0.68519896
Steamed Paleo Breakfast,121.49,304.85,80.56,2099.0,0.68519
Boiled Keto Lunch,98.84,246.56,65.79,3080.0,0.6851894
Fried Vegan Lunch,111.44,280.8,74.9,1960.0,0.6851814
Fried Balanced Breakfast,139.49,348.88,92.94,3291.0,0.6851471
Steamed Vegetarian Dinner,139.49,348.88,92.94,3379.0,0.6851456
Steamed Balanced Snack,120.47,300.34,80.18,2470.0,0.685145
Boiled Vegan Dinner,98.43,244.4,65.53,2922.0,0.6851426
Raw Keto Breakfast,120.68,297.9,79.89,2437.0,0.68512535
Roasted Low-Carb Dinner,119.28,297.46,79.65,1633.0,0.68512136
Fried Vegetarian Dinner,117.42,292.53,77.64,3177.0,0.6851207
Grilled Vegetarian Breakfast,121.71,303.77,81.09,1424.0,0.6851134
Grilled Vegetarian Snack,121.46,304.66,81.3,1934.0,0.6851065
Steamed Keto Breakfast,139.49,348.88,92.94,1645.0,0.6850844
Steamed Vegetarian Snack,118.2,295.4,78.63,2003.0,0.6850083
Fried Balanced Lunch,118.36,296.05,78.95,1441.0,0.6850038
Boiled Vegan Snack,118.04,294.18,78.77,1666.0,0.6850007
Steamed Vegetarian Dinner,139.49,348.88,92.94,1720.0,0.68499273
Steamed Low-Carb Lunch,124.35,310.18,82.79,2063.0,0.68488944
Baked Balanced Dinner,123.76,310.71,82.37,2235.0,0.68485594
Baked Keto Dinner,119.59,299.08,79.55,1835.0,0.68485045
Baked Keto Snack,121.55,304.52,80.88,1508.0,0.6848465
Steamed Low-Carb Lunch,139.49,348.88,92.94,1959.0,0.68481326
Steamed Paleo Lunch,119.91,300.58,79.85,2370.0,0.68480784
Fried Vegetarian Dinner,120.13,297.35,79.86,2443.0,0.6848038
Steamed Balanced Lunch,121.3,301.22,80.94,1722.0,0.6848025
Baked Balanced Dinner,119.49,299.52,80.12,1784.0,0.6848018
Steamed Balanced Dinner,125.01,312.47,83.31,2268.0,0.6847997
Fried Balanced Breakfast,139.49,348.88,92.94,1937.0,0.6847988
Roasted Balanced Lunch,127.74,318.47,84.44,2023.0,0.6847855
Grilled Keto Lunch,131.85,329.06,87.86,1681.0,0.68478274
Fried Paleo Dinner,118.54,292.57,77.86,3265.0,0.68477666
Roasted Vegetarian Lunch,120.1,298.64,79.98,2282.0,0.6847763
Raw Paleo Dinner,119.16,298.48,79.92,2308.0,0.68476665
Fried Paleo Breakfast,119.93,300.31,80.35,1725.0,0.6847617
Boiled Low-Carb Snack,118.93,299.48,80.09,2390.0,0.6847552
Raw Low-Carb Snack,124.66,310.85,83.09,1776.0,0.6847358
Boiled Keto Lunch,101.68,254.58,67.58,2203.0,0.6847167
Raw Balanced Snack,109.23,271.14,72.12,1553.0,0.684708
Fried Balanced Dinner,119.91,302.12,79.8,1723.0,0.6847031
Baked Keto Breakfast,119.02,299.65,80.03,1726.0,0.6846967
Raw Balanced Snack,101.93,255.16,68.23,2108.0,0.6846952
Roasted Vegetarian Dinner,119.53,300.88,79.61,1897.0,0.6846826
Fried Paleo Snack,101.96,255.39,68.3,2111.0,0.6846602
Boiled Balanced Breakfast,98.49,243.99,65.4,2543.0,0.68463
Raw Balanced Snack,124.55,313.04,82.89,2048.0,0.684629
Baked Low-Carb Breakfast,139.49,348.88,92.94,1828.0,0.6846272
Fried Vegetarian Breakfast,121.63,303.7,80.78,2255.0,0.6846255
Fried Balanced Breakfast,127.09,320.84,84.57,2144.0,0.6846184
Baked Paleo Lunch,102.32,256.96,67.97,1401.0,0.6846132
