meal_name,Calories,Proteins,Carbs,Fats,sugar_g,serving_size_g,sodium_g,cholesterol_g,C,P,M,ED,F
Grilled Paleo Breakfast,2048.0,97.95,244.77,64.31,25.32,161.26,2.07922,0.25363,0.44316134744419466,0.13494528599417022,0.6944173946897485,0.15095157183469063,0.19069906177959506
Grilled Low-Carb Dinner,2024.0,118.75,297.45,79.8,4.11,480.67,2.25001,0.11544,0.5839574005384439,0.4234879979611666,0.6996649548055338,0.04652032446626952,0.4966368069054288
Fried Vegetarian Breakfast,2874.0,98.32,244.55,65.49,44.4,344.25,1.43229,0.17649,0.829196427444411,0.29332122775999103,0.7006826427293663,0.12783358702747155,0.23869559454101785
Roasted Balanced Lunch,3368.0,95.65,239.65,63.59,20.77,306.05,0.30027,0.05848,0.5424146306718286,0.581019735270225,0.6965676721570342,0.28815959243890527,0.7268822152195585
Steamed Low-Carb Breakfast,1661.0,83.74,209.12,55.54,15.91,220.04,0.6273200000000001,0.2001399999999999,0.7188388653367259,0.4671954890810913,0.6975332385492141,0.1862837321010148,0.5405898831656137
Raw Vegan Lunch,1394.0,113.51,282.06,75.26,29.97,181.0,1.4381400000000002,0.13804,0.40219200412578604,0.39010210095411024,0.6998847818631677,0.1151206080831891,0.39236667922492763
Baked Vegan Breakfast,1720.0,127.9,317.44,84.63,6.08,189.57,1.18853,0.07135,0.7443725757851707,0.8892340039183829,0.699914094478846,0.2312225838294644,0.6917702542760824
Fried Vegetarian Dinner,3505.0,108.21,270.18,71.98,29.59,119.66,0.9818,0.00013,0.9887496596406887,0.3563339226836144,0.6984276800227721,0.5393867780666697,0.6325380227807238
Roasted Low-Carb Breakfast,2549.0,101.1,250.92,67.15,47.73,427.37,2.29746,0.08366,0.7354285642156588,0.3110335929660246,0.7009630385250905,0.08098089103922233,0.22993832882231535
Steamed Vegan Snack,1491.0,91.89,230.33,61.49,25.66,142.79,0.7629900000000001,0.23454,0.43017810484329044,0.25235341902804986,0.6981543932512564,0.16897023074819742,0.40456841733910975
Baked Vegetarian Dinner,2752.0,122.1,304.1,81.19,46.58,301.15,0.8709,0.25592,0.5954980606281366,0.2503464423949921,0.6995570107444007,0.09845763539918066,0.22277888928957967
Grilled Vegan Dinner,1292.0,113.09,281.3,75.13,30.55,178.25,1.42781,0.13752,0.37276332089707,0.38742613211003324,0.6999335633999058,0.10621047639146579,0.3901428124044032
Steamed Keto Breakfast,1607.0,81.43,202.51,54.39,26.6,140.48,1.72614,0.00552,0.46364601910339887,0.18570905210175054,0.7015189954763071,0.18857133646251223,0.5394013558474673
Steamed Paleo Snack,3239.0,96.11,238.73,64.25,20.36,308.13,0.31418,0.05833,0.5982425738557164,0.5854159697997801,0.7023476561390946,0.27362916193053044,0.7281258243963231
Grilled Vegetarian Snack,1533.0,98.96,246.94,65.81,2.5,141.08,0.1306999999999999,0.20182,0.44229579793746765,0.2973988945700132,0.6986442195588454,0.1773076612906883,0.7125431388148564
Baked Vegetarian Dinner,2042.0,97.69,243.95,65.13,45.67,251.02,2.0274,0.2900899999999999,0.5891506975788057,0.2893072744938755,0.6989812146592654,0.12363264076501615,0.036294578522606535
Fried Paleo Dinner,1627.0,131.71,329.8,87.65,3.95,285.03,0.639,0.15117,0.7041245237223679,0.9256462942610025,0.6971356956138104,0.1320325450423036,0.6897190991202422
Grilled Balanced Lunch,1834.0,123.34,306.29,82.25,24.32,285.32,1.99588,0.06785,0.5291392651124043,0.45273251461429415,0.7017894028960538,0.09008897111474595,0.440065751686217
Fried Keto Snack,2430.0,139.49,348.88,92.94,47.57,242.49,2.42729,0.27115,0.7010951004488235,0.5556298880234466,0.6980356066142858,0.16069945015692313,0.0
Boiled Vegan Snack,2122.0,69.92,175.48,46.98,46.36,403.29,0.72734,0.09658,0.45917401331864305,0.001003488316528924,0.6986699361629938,0.041322593745691645,0.44073973926823373
Baked Vegan Snack,985.0,100.49,252.18,67.31,15.72,420.95,1.0058,0.19756,0.42628313206301927,0.6272757681464135,0.6978495580954334,0.032747260303045714,0.4897613991093823
Grilled Paleo Snack,1764.0,87.11,215.25,57.62,35.56,317.21,1.4693699999999998,0.1629,0.5089431099554422,0.221898345040697,0.7019910667553635,0.07305349634854891,0.3148525791374741
Roasted Vegan Lunch,2278.0,121.45,302.97,80.69,11.48,368.54,1.92475,0.27118,0.6572405921079918,0.4406906548159475,0.6985307036629498,0.08524052598322282,0.2979735322699909
Grilled Balanced Dinner,1885.0,139.49,348.88,92.94,41.8,137.38,1.73448,0.0174,0.8157804100901435,1.0,0.6980356066142858,0.36822886609577676,0.40871072167560685
Raw Paleo Lunch,1407.0,139.49,348.88,92.94,32.63,388.16,1.5453599999999998,0.01837,0.304457038991202,0.3334448320351699,0.6980356066142858,0.017196700798865892,0.5044696411455061
Steamed Paleo Snack,2040.0,69.71,174.44,46.5,26.71,474.09,0.89744,0.0767,0.5885736645743209,0.11103677864322005,0.6981055007719763,0.048332008960087575,0.5720142626632021
Steamed Balanced Dinner,1649.0,97.78,244.16,65.2,18.01,456.34,0.73134,0.2379,0.47576371219757607,0.2898806963890349,0.6990532842693944,0.03478344943581352,0.46282364836843526
Boiled Keto Snack,1322.0,97.1,242.86,64.71,14.7,245.96,1.79962,0.0804,0.38141881596433946,0.28554817540338634,0.6980902086939991,0.06939584643477123,0.5259573781020079
Boiled Low-Carb Lunch,1431.0,121.72,304.16,80.47,13.01,311.9,0.32248,0.11704,0.6193006720631274,0.8301715487169684,0.696330294723869,0.09901349526769235,0.7098555684862311
Boiled Vegetarian Lunch,1673.0,88.78,222.45,59.39,12.11,379.51,0.8663099999999999,0.13093,0.48268810825139163,0.23253850687309854,0.6982533821914972,0.05040199475363041,0.6198078301550267
Grilled Low-Carb Breakfast,1680.0,111.8,278.73,74.5,39.65,285.09,2.1197600000000003,0.28372,0.48470772376708793,0.37920708494608235,0.6996466390899837,0.07957560520969076,0.056669980114530505
Grilled Keto Dinner,2302.0,81.64,204.25,54.44,49.71,360.21,0.74127,0.0812,0.996247482242711,0.44712572275051365,0.6981188544438459,0.15215195683237911,0.45770689526485553
Grilled Vegetarian Dinner,1970.0,111.87,281.22,75.29,34.98,118.58,1.2198,0.02734,0.568377509417359,0.37965307975342855,0.6983242316246756,0.29024558723464555,0.5233355950140697
Baked Vegetarian Breakfast,1568.0,116.13,287.58,77.61,13.62,218.56,1.3276400000000002,0.13944,0.4523938755159487,0.40679504945763845,0.7037642911383364,0.10475597149436187,0.5302967943188854
Raw Vegan Dinner,1870.0,107.49,267.08,71.34,31.59,120.64,1.70009,0.28861,0.5395258591931276,0.35174654752233947,0.7001993897720745,0.2683816156858927,0.17902367716738465
Baked Balanced Breakfast,2468.0,118.84,297.16,79.37,44.67,338.29,1.36475,0.17542,0.5340440456505235,0.2347684809098294,0.6988127390174205,0.07129768585075472,0.249913433900099
Roasted Balanced Lunch,1866.0,93.0,230.88,62.2,15.09,451.25,0.1567899999999999,0.11698,0.40377884488811877,0.11129163281884648,0.7027431027172313,0.02471903439760831,0.7184977250905168
Fried Vegetarian Dinner,1672.0,98.3,247.3,65.33,43.4,401.58,2.14833,0.21111,0.7235993876237241,0.6063458689730968,0.6944609790877243,0.08650182273900865,0.09658860981363016
Baked Vegan Lunch,1651.0,90.15,225.86,60.43,22.83,256.28,1.39218,0.00697,0.4763407452020608,0.2412672623883022,0.6988690703366766,0.09037002794702781,0.6150085284541691
Roasted Keto Snack,2549.0,118.34,296.01,79.07,44.11,337.87,1.37607,0.17391,0.5515714231617441,0.23237922301333205,0.6987647278314766,0.07496471806609348,0.25034767009021386
Boiled Keto Lunch,1833.0,83.83,208.29,55.26,21.25,165.99,1.45037,0.20234,0.5288507486101619,0.20100030263933352,0.6983322766060397,0.1807792433547526,0.37695784475183336
Baked Vegan Breakfast,1582.0,86.82,217.39,58.03,39.77,209.16,1.23129,0.11656,0.6846496598210117,0.49663114636593864,0.6983577533226493,0.18672471321478334,0.3752128040932303
Grilled Paleo Lunch,2525.0,114.22,283.4,75.87,36.52,175.58,0.37403,0.21069,0.7285041681618434,0.3946257625714785,0.7011272912799762,0.24637693260251683,0.40902011067053645
Roasted Vegetarian Snack,1568.0,80.21,201.04,53.57,31.08,462.29,1.98996,0.1529799999999999,0.4523938755159487,0.1779359997451458,0.6976496305797607,0.03042628414966749,0.28467164263181033
Boiled Balanced Breakfast,1737.0,93.43,235.39,62.56,17.89,217.76,1.62507,0.20179,0.7517297465923497,0.5598031251493286,0.6958146320555282,0.1989011984913332,0.3774157233016975
Boiled Vegan Dinner,2088.0,112.85,282.38,74.64,35.13,117.29,1.20427,0.02596,0.602422456681952,0.38589700705627494,0.6957847175188298,0.31360657015502247,0.5261837050446749
Steamed Vegan Dinner,1873.0,120.17,299.64,79.48,31.3,209.77,1.14304,0.0426,0.8105871130497818,0.8153581497586848,0.6975117143832901,0.22696790566575226,0.5435124695153413
Steamed Low-Carb Breakfast,1861.0,118.0,293.34,78.57,40.12,200.95,0.89123,0.07737,0.40269690800471003,0.23075452764371385,0.700849967346318,0.10026615470658697,0.4708273627709174
Boiled Low-Carb Dinner,2803.0,82.86,206.64,55.41,3.89,410.79,2.3466,0.00618,0.7869323663221899,0.45878530128542067,0.700474756176185,0.16490729309215296,0.6296526062823657
Raw Vegan Snack,1160.0,123.31,308.42,81.61,45.46,287.99,0.10739,0.01111,0.33467914260108456,0.45254137398257427,0.6961722739508642,0.042926652777342145,0.6372019284420134
Steamed Vegan Lunch,1965.0,125.33,315.39,83.08,29.4,266.4,0.32642,0.20425,0.5669349269061474,0.4654115098517066,0.693612732806551,0.10872347720296646,0.4777230336078231
Boiled Vegan Breakfast,2230.0,78.64,196.39,51.95,8.48,325.76,2.1691100000000003,0.01337,0.9650877000005411,0.41845462799254546,0.6964206610943489,0.1655585198125974,0.6016364212733272
Grilled Low-Carb Lunch,1501.0,103.35,258.95,69.04,11.87,389.81,1.82623,0.10475,0.6495949047985705,0.6546088784823433,0.6978797546373469,0.07727668950138307,0.5133360319165866
Boiled Low-Carb Breakfast,2363.0,79.21,197.15,52.47,16.21,275.17,1.51774,0.22556,0.6817644947985885,0.1715646453544862,0.6988278173126716,0.13252701398010203,0.376450546485964
Raw Keto Lunch,1657.0,102.02,255.02,67.64,37.13,337.83,0.87472,0.22979,0.35855388316163594,0.15439384527165861,0.6969520430628378,0.03606258691264851,0.3074507808996243
Boiled Paleo Snack,1987.0,82.67,205.52,54.76,8.12,191.49,1.83192,0.28107,0.4299617174666087,0.061929564677211286,0.6993965630329266,0.11670712594690777,0.3369480667599031
Steamed Keto Dinner,2099.0,73.3,184.94,48.42,15.16,155.12,0.39817,0.12863,0.6055961382066175,0.13390994090568803,0.6913633562597982,0.22968410181187623,0.668205817899766
Grilled Low-Carb Snack,2642.0,104.13,260.36,69.5,2.77,405.07,1.82771,0.2140099999999999,0.5716954491931456,0.16447651359487742,0.6986647211849519,0.05990206995955331,0.44680600564018014
Fried Balanced Lunch,1692.0,109.0,269.46,72.2,40.03,333.32,1.84881,0.1677,0.7322548826909935,0.7086061069431834,0.7021565363248823,0.11340400574338308,0.21957147701287738
Boiled Vegetarian Lunch,1237.0,103.08,256.28,68.76,44.09,144.78,2.15479,0.01645,0.3568949132737427,0.3236488746595307,0.7012923013078635,0.13167373464075555,0.33101083574353907
Roasted Vegan Dinner,3481.0,94.76,238.45,63.31,35.0,301.51,0.36476,0.24542,0.9956740556945043,0.27063920612924297,0.6958009418708556,0.19065185624088893,0.37893426169673017
Steamed Balanced Snack,2669.0,121.67,307.36,80.91,46.87,300.06,0.89525,0.26103,0.5775379083635526,0.2482916806040044,0.6925940666996425,0.09487005286462936,0.2128958929642487
Raw Keto Dinner,2075.0,103.16,255.57,68.16,2.98,205.52,1.41991,0.14721,0.598671742152802,0.32415858301078343,0.700409495230718,0.1621793776473014,0.587525610657456
Roasted Keto Breakfast,2306.0,78.91,197.44,52.51,16.84,270.4,1.52001,0.22147,0.6653190541707765,0.1696532390372883,0.6974935061551579,0.13136144948268605,0.3764151863514733
Steamed Vegetarian Lunch,1728.0,121.5,303.84,81.17,42.07,176.93,0.21328,0.2857099999999999,0.49855651587471894,0.4410092225354804,0.6988462236602572,0.1556990172998907,0.31771729942366567
Raw Keto Lunch,2435.0,116.57,291.45,77.97,29.95,147.13,1.95399,0.06341,0.7025376829600352,0.40959844538952855,0.6992817725739429,0.2890023037946928,0.40917428521319155
Grilled Low-Carb Lunch,1775.0,83.48,209.81,56.26,9.05,335.99,0.8888400000000001,0.1488499999999999,0.5121167914801077,0.1987703286026027,0.698803971325555,0.06758866138738039,0.6174679583996416
Boiled Keto Dinner,2896.0,131.2,327.77,87.29,39.88,127.96,1.27523,0.20805,0.7466843142593871,0.9207722081521478,0.6981996849362355,0.6308988682371818,0.2548723044619807
Fried Keto Breakfast,2481.0,117.3,293.12,78.09,29.47,151.78,1.90418,0.06298,0.7158094420631815,0.41424953409471016,0.6982422210211623,0.28499416171085856,0.4206283210269317
Roasted Vegetarian Lunch,2044.0,83.33,207.28,55.74,16.26,304.65,0.6831699999999999,0.12664,0.5897277305832903,0.19781462544400377,0.7018141270890506,0.09562020036545592,0.6206023815257886
Steamed Vegetarian Dinner,2281.0,98.91,247.58,66.3,21.4,284.82,0.91531,0.27372,0.6581061416147187,0.2970803268504802,0.6993116030268138,0.12115179193640414,0.3709556127578155
Baked Paleo Snack,2260.0,121.18,304.63,81.13,40.86,104.28,1.57886,0.05545,0.48903547130072256,0.245950207865437,0.696864019222356,0.2831919000458624,0.39158375187118666
Roasted Low-Carb Lunch,3381.0,70.34,175.34,47.05,49.37,194.18,2.24694,0.22702,0.5367885588781034,0.3391312658288336,0.7007635623094636,0.47701720636372563,0.05688967099173181
Grilled Low-Carb Dinner,1785.0,102.29,255.16,68.55,9.05,423.87,1.37085,0.22506,0.3862514673768982,0.15568404453576723,0.7009432297816321,0.025839408696630668,0.45266004757592027
Baked Paleo Breakfast,2319.0,101.93,255.77,68.07,6.32,371.35,0.85722,0.2964,0.6690697686999267,0.3163218171102722,0.697065290704417,0.08649104608244146,0.4933465827168104
Baked Vegan Dinner,2441.0,88.89,223.43,59.62,41.92,400.84,0.15694,0.04979,0.9435968270397666,0.5164142017489367,0.6974268233045516,0.14327922624234893,0.598902658101716
Grilled Vegan Lunch,2363.0,109.66,274.4,73.04,2.9,133.08,0.73818,0.00563,0.9773532578021172,0.7149137477899363,0.6977122480404756,0.4871737218057543,0.8629895472465752
Raw Balanced Dinner,2325.0,69.71,174.44,46.5,25.49,448.42,1.63799,0.10113,0.6708008677133805,0.11103677864322005,0.6981055007719763,0.0656623572688712,0.442534868519893
Boiled Paleo Snack,1991.0,109.15,273.08,73.07,41.37,384.06,0.5781799999999999,0.10514,0.8616545339466715,0.7100396616810819,0.6991930826739086,0.11658406926801279,0.47293251931407954
Raw Keto Lunch,1954.0,82.67,204.97,54.3,7.49,193.08,1.83342,0.2800299999999999,0.42282093403611154,0.061929564677211286,0.6983960435883865,0.112928708579288,0.3414858880066922
Boiled Balanced Dinner,1398.0,96.52,243.15,64.43,5.48,303.39,1.5293,0.2174499999999999,0.605019105202133,0.5893343527500358,0.695012185920339,0.09960071921751618,0.46581003303282587
Grilled Low-Carb Dinner,1699.0,97.35,243.28,65.13,49.16,428.64,2.3469,0.1242399999999999,0.49018953730969184,0.2871410140010512,0.6995825522835976,0.04166467252018981,0.1797856957472843
Raw Vegan Dinner,2294.0,133.86,335.41,89.61,25.12,401.89,2.1247,0.1891,0.49639264210790157,0.3065417881206098,0.698440261790575,0.047900499133813675,0.26529836114849314
Baked Low-Carb Dinner,1855.0,117.27,293.04,78.44,40.19,204.51,0.8679199999999999,0.08152,0.4013985837446197,0.2272662111148277,0.6995569188820723,0.097457744102564,0.4685849745058128
Raw Paleo Snack,2572.0,112.97,281.61,75.12,9.36,456.33,0.40472,0.00323,0.7420644437672321,0.38666156958315406,0.6991252379825836,0.07453299084129789,0.8660274696389604
Roasted Balanced Lunch,2072.0,109.7,275.51,73.28,35.93,397.36,0.94723,0.19893,0.4483546444845563,0.1910928465618579,0.6967108124009722,0.04062535599771517,0.34402898966270445
Fried Balanced Breakfast,1824.0,80.88,204.16,54.11,45.63,142.34,2.3406700000000003,0.1295,0.5262541000899812,0.1822048071868877,0.6946384490556816,0.2155926785499419,0.1732848862358336
Baked Vegetarian Snack,2341.0,94.58,236.12,63.58,12.58,433.14,0.34997,0.18263,0.9868743023761136,0.5707937114732163,0.7014009819890497,0.12308768061542151,0.6280128171665317
Grilled Vegetarian Dinner,1786.0,83.44,209.78,55.81,8.34,338.41,0.92449,0.15097,0.5152904730047732,0.19851547442697628,0.6965466001981699,0.06748502989132919,0.614986429572621
Fried Vegan Lunch,2284.0,139.49,348.88,92.94,18.76,381.23,0.76224,0.0269699999999999,0.9884575366821685,1.0,0.6980356066142858,0.1403734502190831,0.7133200305806723
Baked Keto Snack,2314.0,88.2,219.82,58.91,1.79,176.31,0.76818,0.06929,0.6676271861887151,0.22884312132651602,0.7004488528999528,0.22168895989296325,0.7882995043732133
Baked Vegan Lunch,2822.0,69.71,174.44,46.5,1.04,302.21,0.70878,0.28729,0.8141935693278107,0.11103677864322005,0.6981055007719763,0.14727454711449547,0.5549679788133013
Baked Low-Carb Dinner,1561.0,113.47,282.3,76.09,37.44,464.78,1.19023,0.0077,0.6755613900003787,0.7513260381325559,0.7024190795625918,0.06277353090791135,0.5333636899814531
Boiled Balanced Breakfast,2574.0,139.49,348.88,92.94,43.18,307.64,0.8956799999999999,0.01439,0.7426414767717168,0.5556298880234466,0.6980356066142858,0.12819396332718394,0.5249037806457182
Boiled Vegetarian Dinner,1825.0,99.73,252.49,67.36,7.54,450.51,0.0984599999999999,0.09129,0.5265426165922235,0.30230483745082104,0.6958208641086088,0.04337955408239396,0.8158094873897516
Baked Low-Carb Breakfast,2023.0,102.55,255.61,68.58,22.67,289.03,1.67263,0.22778,0.5836688840362017,0.32027205683248106,0.7007441003713919,0.10131781216308657,0.3022294186594654
Fried Balanced Breakfast,1638.0,135.55,336.6,89.97,37.8,365.07,0.74446,0.0080299999999999,0.4725900306729107,0.5305267517242478,0.7005135863281458,0.05194452297533404,0.5955479478741128
Grilled Paleo Snack,1324.0,139.49,348.88,92.94,30.67,493.25,2.4358,0.24765,0.572993773453236,1.0,0.6980356066142858,0.04289596065312507,0.12898564558796477
Steamed Paleo Breakfast,1832.0,92.98,229.77,61.9,0.48,106.08,1.43233,0.25173,0.7928433481618795,0.5555024609356334,0.703732619429822,0.4728404597844556,0.4754094715905097
Fried Vegan Dinner,1508.0,124.17,309.4,82.34,43.33,302.88,0.25794,0.10808,0.43508288538140993,0.45802073875854155,0.6985699319035346,0.06161414320233936,0.5014166518587473
Steamed Vegan Snack,1813.0,75.61,189.04,50.96,0.59,398.92,0.64136,0.27851,0.39231031392398674,0.02819324317866873,0.7013955582672463,0.030755794595547076,0.5682441069003061
Baked Balanced Breakfast,2104.0,120.45,299.09,79.62,6.55,171.65,2.22574,0.01508,0.6070387207178292,0.4343193004252878,0.6994050850335876,0.2046490889442937,0.6058008942060144
Steamed Keto Breakfast,1983.0,77.93,192.14,51.96,47.16,267.98,1.47964,0.28545,0.8581923359197636,0.4116691355664931,0.7052765944181522,0.18189691456083884,0.11654807972371328
Grilled Vegan Snack,2229.0,118.45,296.21,79.13,15.74,349.72,2.42854,0.23057,0.6431032834981184,0.4215765916439687,0.6988423955030305,0.08902386592925163,0.26284205720609566
Boiled Balanced Breakfast,2272.0,69.71,174.44,46.5,0.37,127.91,0.29495,0.1887299999999999,0.655509493094538,0.11103677864322005,0.6981055007719763,0.31282955749046004,0.7207415699680537
Baked Keto Dinner,3200.0,117.68,295.33,78.67,6.42,288.79,1.91742,0.05135,0.6924396053815541,0.22922540258995558,0.6972885724871896,0.12708591577148365,0.6071293242988403
Grilled Vegan Dinner,1587.0,87.15,218.92,58.09,28.72,177.76,0.26673,0.25344,0.4578756890585527,0.2221531992163234,0.6960106996968293,0.13921533383655543,0.43080982845124804
Boiled Vegan Breakfast,1620.0,92.07,231.13,61.67,25.76,142.25,0.74437,0.2359699999999999,0.4673967336325491,0.25350026281836857,0.6976785897898771,0.18757009821296847,0.40477397049618125
Raw Keto Dinner,2566.0,102.26,256.51,67.75,37.26,128.14,1.53655,0.1575099999999999,0.7403333447537783,0.31842436405918983,0.6950417502786159,0.3572904164352193,0.2988334281927568
Steamed Low-Carb Dinner,2118.0,139.49,348.88,92.94,47.02,137.99,1.55335,0.01767,0.6110779517492215,0.5556298880234466,0.6980356066142858,0.2654000181751306,0.41724373094906975
Boiled Balanced Breakfast,3007.0,131.3,326.95,86.8,39.84,126.72,1.2966,0.2115,0.6986463166360417,0.9217279113107469,0.6980459590053347,0.6632472480578646,0.2477795698213563
Raw Paleo Breakfast,1786.0,87.55,221.32,58.84,32.07,307.51,1.14372,0.25242,0.7729357095071598,0.5036077794237109,0.6951816911024634,0.13497347215512154,0.27828244849127903
Baked Keto Breakfast,1835.0,73.03,179.12,48.02,3.56,257.64,1.3378800000000002,0.1039699999999999,0.7941416724219699,0.364839680795145,0.7040185684253482,0.17371807960128705,0.6486041148784709
Baked Paleo Snack,2740.0,112.57,282.26,75.38,10.25,459.3,0.4376,0.0011799999999999,0.790535216143941,0.3841130278268903,0.6981801298418802,0.08100472802610412,0.8570226961298042
Roasted Paleo Dinner,1731.0,107.65,271.4,71.82,12.59,396.86,1.55357,0.1929799999999999,0.7491330980721689,0.6957041143020978,0.6944758957077577,0.09234374807611773,0.4388037463169818
Boiled Vegetarian Lunch,1807.0,134.32,336.9,89.65,23.32,130.22,0.41039,0.16557,0.5213493195518618,0.5226899858237364,0.697122090419338,0.23646494138911897,0.559139353809756
Grilled Keto Breakfast,1885.0,127.41,316.99,84.8,44.3,382.32,0.14508,0.14615,0.8157804100901435,0.884551058441248,0.7003343528847308,0.10910689545309335,0.4647845777959947
Baked Balanced Breakfast,3272.0,81.77,204.78,54.81,22.68,271.46,1.454,0.18089,0.9440259953368522,0.18787531259457474,0.6990596282022274,0.20063707798534597,0.3921369877803107
Boiled Keto Lunch,1831.0,97.37,243.71,65.38,39.9,143.96,0.24565,0.06154,0.39620528670425803,0.1321737468342333,0.6998182935788557,0.1512289975858408,0.5866382872994071
Fried Keto Breakfast,2436.0,112.64,280.86,75.01,19.29,447.5,1.24527,0.05189,0.7028261994622774,0.3845590226342364,0.6994008934971725,0.07074624252751352,0.6077493330129069
Steamed Paleo Breakfast,3308.0,111.87,280.5,74.16,18.12,203.52,1.84069,0.05459,0.9544125894175755,0.37965307975342855,0.6954051616891592,0.28318434434974693,0.5260116681329708
Grilled Vegan Lunch,1808.0,110.33,276.04,73.74,17.76,385.06,1.93186,0.12772,0.3912283770405781,0.19410331151144453,0.698729707502352,0.032975433526073634,0.4249917504625129
Roasted Paleo Lunch,1982.0,79.64,200.27,53.13,6.95,378.58,0.76644,0.29716,0.5718397074442667,0.17430432774246984,0.6957203227473159,0.06665439360662082,0.5018893671864569
Raw Vegetarian Breakfast,1877.0,80.13,201.13,53.76,42.25,338.0,0.93815,0.2150399999999999,0.5415454747088237,0.17742629139389302,0.6981940705276193,0.0729015835612228,0.27772211661794444
Grilled Paleo Breakfast,2067.0,124.73,312.81,83.3,41.67,468.16,1.14453,0.08339,0.8945454152022952,0.8589382137907964,0.697347749886692,0.0939183388573884,0.4145705619801643
Baked Paleo Lunch,1620.0,107.73,269.38,72.57,39.27,405.88,2.09343,0.13672,0.4673967336325491,0.3532756725760979,0.7011874305646888,0.04220760684960081,0.22775902430933836
Raw Vegetarian Dinner,1599.0,114.46,285.24,76.12,36.92,467.25,1.18618,0.00761,0.6920068306281906,0.7607874994026853,0.6993039692130713,0.06464746314780533,0.5379951940736276
Roasted Vegetarian Dinner,1698.0,71.29,178.61,47.9,49.57,277.97,1.14176,0.03313,0.48990102080744957,0.12110351858046228,0.6995154996832498,0.08381434163101888,0.4584397291895681
Raw Vegan Lunch,1909.0,98.84,247.47,65.42,10.24,286.83,0.47663,0.10476,0.5507780027805779,0.296634332043134,0.695688099523927,0.09456240044543779,0.7233658040160356
Grilled Vegan Snack,1328.0,113.87,285.32,75.76,35.46,422.79,1.9343,0.10385,0.3831499149777934,0.3923957885347478,0.6967408280495264,0.025498293935890277,0.32046947323600095
Baked Paleo Snack,2383.0,138.33,346.8,92.83,3.47,392.92,1.08574,0.2860299999999999,0.6875348248434348,0.5482391169302815,0.6988508089520702,0.08295508504742546,0.48138805236641025
Raw Paleo Dinner,3087.0,110.69,278.3,74.19,15.75,491.89,1.49904,0.2798299999999999,0.664024336366964,0.7247574903235054,0.6971025519731038,0.14876436364306253,0.32809933993766194
Fried Keto Lunch,1483.0,83.0,205.89,55.04,48.65,366.23,2.08131,0.12561,0.4278699728253519,0.19571207849508612,0.7007794403428353,0.0433481791475017,0.2064886270592312
Grilled Low-Carb Snack,1874.0,128.09,319.63,85.18,7.61,235.12,1.26232,0.15975,0.5406799252020968,0.48299644796992713,0.6986373721857594,0.12040172498405177,0.5601518275876747
Grilled Low-Carb Snack,1462.0,83.56,207.42,55.36,1.87,297.54,2.21493,0.2163,0.632716689417395,0.4654752233956133,0.700189693884645,0.10861168974088663,0.3940399228070688
Boiled Paleo Snack,1832.0,92.85,234.98,62.63,11.1,283.75,2.18395,0.17767,0.5285622321079196,0.25846991924308305,0.6956445989934168,0.09064937273481512,0.3766190448384453
Boiled Low-Carb Lunch,2269.0,78.34,196.66,52.82,28.74,323.67,0.7151799999999999,0.03046,0.654643943587811,0.16602156703461238,0.6995093348100242,0.10153305408063522,0.6405353592428558
Raw Paleo Snack,1310.0,84.7,211.98,55.87,2.96,481.95,1.76723,0.1018,0.37795661793743174,0.2065433809592074,0.694950707735177,0.017187442303698945,0.5929120491428944
Baked Balanced Lunch,1697.0,112.87,282.75,75.39,13.22,345.73,2.34995,0.2885299999999999,0.7344187564578109,0.7455918191809624,0.6979368568495457,0.1084592792244771,0.23349947137894578
Baked Vegetarian Dinner,1819.0,139.49,348.88,92.94,41.22,415.75,0.13418,0.1215,0.5248115175787695,0.5556298880234466,0.6980356066142858,0.04975172187257657,0.5188974302781418
Steamed Paleo Breakfast,1752.0,87.69,217.26,58.15,16.65,264.75,1.10064,0.1559199999999999,0.7582213678928018,0.5049457638457494,0.7013766812407205,0.15883873856199837,0.5203057596271632
Baked Keto Snack,2136.0,79.73,201.63,53.83,33.88,465.41,1.0478599999999998,0.22337,0.9244068731843748,0.42887179242127393,0.6962591717391675,0.09905749717316242,0.3145612338638015
Roasted Vegetarian Dinner,2290.0,137.43,341.31,91.29,34.48,185.14,1.4201,0.02357,0.6607027901348996,0.5425048979786878,0.7006716959029526,0.20684055492717732,0.5024243993266859
Grilled Vegetarian Breakfast,2769.0,121.24,302.85,81.01,46.26,300.62,0.88293,0.2571,0.599176646031726,0.24623691881301663,0.699444743848875,0.09952854816908359,0.219557991488756
Fried Vegan Snack,1842.0,114.28,286.82,77.07,12.1,306.79,1.18287,0.1084599999999999,0.3985855478477571,0.2129784488937736,0.699679069491474,0.05226424132483166,0.6012740262131573
Raw Keto Breakfast,1753.0,83.71,210.51,56.16,8.81,335.15,0.93912,0.14718,0.5057694284307769,0.20023574011245437,0.6972631143537986,0.06655890074770772,0.6139776872226614
Grilled Balanced Lunch,1283.0,114.04,284.59,75.79,3.4,149.58,0.84516,0.16669,0.5552500085653337,0.7567735461365699,0.6984331965466363,0.2166074111961665,0.6444865074447242
Fried Vegan Snack,1809.0,98.87,246.26,66.32,10.54,285.72,0.46682,0.10912,0.5219263525563465,0.29682547267485393,0.7019382514477083,0.08819267283409316,0.7171490658081942
